author,category,name,name_id,novelurl,serialnumber,serialstatus
 破军星动,科幻小说,盗神挽天,x.htm,http://www.23us.so/xiaoshuo/3372.html, 39599字, 连载中
 断水刀1,科幻小说,无尽星空世界,x.htm,http://www.23us.so/xiaoshuo/782.html, 2487字, 连载中
 田小进取,科幻小说,新人类进化,x.htm,http://www.23us.so/xiaoshuo/3942.html, 3910字, 连载中
 田小进取,科幻小说,进化风暴,x.htm,http://www.23us.so/xiaoshuo/1843.html, 3910字, 连载中
 兰蒂温莎,科幻小说,小尸妹也是妹,x.htm,http://www.23us.so/xiaoshuo/6101.html, 12671字, 连载中
 墨瞳少爷,科幻小说,超级黑洞实验室,x.htm,http://www.23us.so/xiaoshuo/2112.html, 23358字, 连载中
 最帅的小强,科幻小说,美漫里的穿梭能力者,x.htm,http://www.23us.so/xiaoshuo/9552.html, 1000字, 连载中
 音白弦,科幻小说,时间支配,x.htm,http://www.23us.so/xiaoshuo/13596.html, 2356字, 连载中
 咬狗,科幻小说,寄生王朝,x.htm,http://www.23us.so/xiaoshuo/1828.html, 2293字, 连载中
 酒会变,科幻小说,重生之末日主宰,x.htm,http://www.23us.so/xiaoshuo/8905.html, 2661字, 连载中
 艾瑞莉娅小童鞋,科幻小说,雷霆战姬,x.htm,http://www.23us.so/xiaoshuo/13946.html, 2507字, 连载中
 最后的神裔,科幻小说,漫威里的死神,x.htm,http://www.23us.so/xiaoshuo/1709.html, 2329字, 连载中
 死神钓者,科幻小说,死神列车,x.htm,http://www.23us.so/xiaoshuo/8757.html, 0字, 连载中
 愤怒的钉子,科幻小说,次元手机,x.htm,http://www.23us.so/xiaoshuo/3896.html, 2698字, 连载中
 被狙击的魔王,科幻小说,无限存档计划,x.htm,http://www.23us.so/xiaoshuo/9697.html, 5002字, 连载中
 目自翕张,科幻小说,位面旅行之神的玩具,x.htm,http://www.23us.so/xiaoshuo/13498.html, 3346字, 连载中
 笔迹悬浮,科幻小说,末日教皇,x.htm,http://www.23us.so/xiaoshuo/1159.html, 3607字, 连载中
 宗锐,科幻小说,少女纪元,x.htm,http://www.23us.so/xiaoshuo/13874.html, 851字, 连载中
 三舍堂,科幻小说,带着超市去末世,x.htm,http://www.23us.so/xiaoshuo/12915.html, 1115字, 连载中
 心之弈剑,科幻小说,铁血王座,x.htm,http://www.23us.so/xiaoshuo/13107.html, 834字, 连载中
 狼相如,科幻小说,梦境边缘,x.htm,http://www.23us.so/xiaoshuo/13233.html, 3737字, 连载中
 六月鹰飞,科幻小说,时空收割者,x.htm,http://www.23us.so/xiaoshuo/11937.html, 2314字, 连载中
 空山烟雨1,科幻小说,末世超级商城,x.htm,http://www.23us.so/xiaoshuo/2138.html, 4063字, 连载中
 长洲冬马,科幻小说,女儿总是被穿越,x.htm,http://www.23us.so/xiaoshuo/1513.html, 2988字, 连载中
 敬恕和,科幻小说,全面进化,x.htm,http://www.23us.so/xiaoshuo/950.html, 2466字, 连载中
 深海镇守府,科幻小说,至高萌座,x.htm,http://www.23us.so/xiaoshuo/1246.html, 24942字, 连载中
 谢尔曼杨,科幻小说,真实武力,x.htm,http://www.23us.so/xiaoshuo/591.html, 934355字, 连载中
 丧失亲王,科幻小说,最佳反派,x.htm,http://www.23us.so/xiaoshuo/8122.html, 2769字, 连载中
 青云之路无终点,科幻小说,末日精神病院,x.htm,http://www.23us.so/xiaoshuo/2091.html, 3408字, 连载中
 白贪狼,科幻小说,天国游戏,x.htm,http://www.23us.so/xiaoshuo/480.html, 3145字, 连载中
 星熊勇仪,科幻小说,神隐桃源乡,x.htm,http://www.23us.so/xiaoshuo/7358.html, 2670字, 连载中
 南派三叔,科幻小说,勇者大冒险,x.htm,http://www.23us.so/xiaoshuo/13097.html, 0字, 连载中
 光讲故事,科幻小说,网游之妖魔横行,x.htm,http://www.23us.so/xiaoshuo/7560.html, 0字, 连载中
 笔下空间,科幻小说,超级通天手机,x.htm,http://www.23us.so/xiaoshuo/3876.html, 0字, 连载中
 伤心的小丑,科幻小说,我的位面旅游,x.htm,http://www.23us.so/xiaoshuo/13251.html, 0字, 连载中
 御风九天,科幻小说,秦时明月之墨狩天下,x.htm,http://www.23us.so/xiaoshuo/6367.html, 0字, 连载中
 路过二次元,科幻小说,无限位面行,x.htm,http://www.23us.so/xiaoshuo/3712.html, 0字, 连载中
 萌布欧,科幻小说,从漫威开始破坏,x.htm,http://www.23us.so/xiaoshuo/4394.html, 0字, 连载中
 夜半写手,科幻小说,街机时空秘闻录,x.htm,http://www.23us.so/xiaoshuo/3357.html, 0字, 连载中
 申宫若愚,科幻小说,大电影之万界随心,x.htm,http://www.23us.so/xiaoshuo/9899.html, 0字, 连载中
 隐在云中的月,科幻小说,萌物世界,x.htm,http://www.23us.so/xiaoshuo/2530.html, 0字, 连载中
 东乡手抓,科幻小说,末日之超强挖掘机,x.htm,http://www.23us.so/xiaoshuo/9872.html, 0字, 连载中
 猫比,科幻小说,一片天,x.htm,http://www.23us.so/xiaoshuo/3391.html, 0字, 连载中
 勤奋的豆子,科幻小说,生化无限,x.htm,http://www.23us.so/xiaoshuo/829.html, 0字, 连载中
 墨叶知贤,科幻小说,星耀无限,x.htm,http://www.23us.so/xiaoshuo/7336.html, 0字, 连载中
 酷匠网幻影枪神,科幻小说,架空的未来，“不存在”的圣战,x.htm,http://www.23us.so/xiaoshuo/10628.html, 0字, 连载中
 绿杨白沙,科幻小说,无限智者,x.htm,http://www.23us.so/xiaoshuo/10637.html, 0字, 连载中
 毒苹果与魔镜,科幻小说,成人版童话大冒险,x.htm,http://www.23us.so/xiaoshuo/9088.html, 0字, 连载中
 杀人放火,科幻小说,无限之战火纷飞,x.htm,http://www.23us.so/xiaoshuo/8392.html, 0字, 连载中
 逍随残月行,科幻小说,重回无限做魔头,x.htm,http://www.23us.so/xiaoshuo/7636.html, 0字, 连载中
 酷匠网自我嗨哥,科幻小说,学园都市之绝对防御,x.htm,http://www.23us.so/xiaoshuo/9931.html, 0字, 连载中
 我爱淡蓝色,科幻小说,无限秘能,x.htm,http://www.23us.so/xiaoshuo/8826.html, 0字, 连载中
 黑山莽夫,科幻小说,无尽逆天之旅,x.htm,http://www.23us.so/xiaoshuo/3004.html, 0字, 连载中
 景天岚,科幻小说,阴阳师的秘密,x.htm,http://www.23us.so/xiaoshuo/7997.html, 0字, 连载中
 晓华科幻系列,科幻小说,蚂蚁崛起,x.htm,http://www.23us.so/xiaoshuo/9476.html, 0字, 连载中
 龙游虚空,科幻小说,侦探之鬼怪奇谈,x.htm,http://www.23us.so/xiaoshuo/1813.html, 0字, 连载中
 枫歌,科幻小说,银河之星梦想号,x.htm,http://www.23us.so/xiaoshuo/2156.html, 0字, 连载中
 黑岩小爷哈哈哈,科幻小说,英雄联盟之僵尸世界,x.htm,http://www.23us.so/xiaoshuo/3501.html, 0字, 连载中
 国际精神,科幻小说,无限之爱萌,x.htm,http://www.23us.so/xiaoshuo/7689.html, 0字, 连载中
 小小门徒,科幻小说,末世重生之异形天下,x.htm,http://www.23us.so/xiaoshuo/5261.html, 0字, 连载中
 汃汃,玄幻魔法,魔法巨头,x.htm,http://www.23us.so/xiaoshuo/9154.html, 124510字, 连载中
 海蓝之槛,玄幻魔法,异世录黑之匙,x.htm,http://www.23us.so/xiaoshuo/9186.html, 206313字, 连载中
 道尊,玄幻魔法,无良道尊,x.htm,http://www.23us.so/xiaoshuo/9202.html, 59229字, 连载中
 梦的那个角落,玄幻魔法,刀啸天涯,x.htm,http://www.23us.so/xiaoshuo/9208.html, 2499字, 连载中
 铁背小强,玄幻魔法,我欲封神,x.htm,http://www.23us.so/xiaoshuo/8316.html, 126699字, 连载中
 雪帝峰,玄幻魔法,六界吞噬者,x.htm,http://www.23us.so/xiaoshuo/8333.html, 166773字, 连载中
 布瑞夏比,玄幻魔法,女鬼修真记,x.htm,http://www.23us.so/xiaoshuo/8357.html, 3943字, 连载中
 灵光一白,玄幻魔法,迷你神国,x.htm,http://www.23us.so/xiaoshuo/8359.html, 19755字, 连载中
 将军跳舞,玄幻魔法,天变腾蛇,x.htm,http://www.23us.so/xiaoshuo/1669.html, 4529字, 连载中
 极天雪狼,玄幻魔法,魂武魔穹,x.htm,http://www.23us.so/xiaoshuo/1670.html, 817056字, 连载中
 酷匠网比哩比哩,玄幻魔法,相遇相错此生之憾,x.htm,http://www.23us.so/xiaoshuo/1697.html, 835字, 连载中
 五五添午,玄幻魔法,灵界诛魔,x.htm,http://www.23us.so/xiaoshuo/1004.html, 3775字, 连载中
 吃鱼小猫,玄幻魔法,天戏,x.htm,http://www.23us.so/xiaoshuo/1039.html, 1206字, 连载中
 酷匠网孤独之王,玄幻魔法,神书,x.htm,http://www.23us.so/xiaoshuo/1054.html, 2326字, 连载中
 酷匠网鬼才,玄幻魔法,梦逐残年,x.htm,http://www.23us.so/xiaoshuo/1049.html, 2486字, 连载中
 酷匠网白天铃铛,玄幻魔法,破世魔神,x.htm,http://www.23us.so/xiaoshuo/1053.html, 2296字, 连载中
 浪涛,玄幻魔法,完美战神,x.htm,http://www.23us.so/xiaoshuo/1062.html, 4422字, 连载中
 晨光熹微,玄幻魔法,无上神国,x.htm,http://www.23us.so/xiaoshuo/1077.html, 1067092字, 连载中
 姬无面,玄幻魔法,神逆剑心,x.htm,http://www.23us.so/xiaoshuo/64.html, 3260字, 连载中
 施华洛世奇,玄幻魔法,神域之永恒魔法,x.htm,http://www.23us.so/xiaoshuo/80.html, 360225字, 连载中
 本命妖,玄幻魔法,异界女修之男主来袭,x.htm,http://www.23us.so/xiaoshuo/97.html, 31183字, 连载中
 冰墙,玄幻魔法,傲武仙尊,x.htm,http://www.23us.so/xiaoshuo/2986.html, 5949字, 连载中
 可笑书仙,玄幻魔法,笔墨封神,x.htm,http://www.23us.so/xiaoshuo/10837.html, 2896字, 连载中
 无敌皇上,玄幻魔法,西游之齐天妖帝,x.htm,http://www.23us.so/xiaoshuo/11096.html, 2000字, 连载中
 狗狍子,玄幻魔法,圣脉,x.htm,http://www.23us.so/xiaoshuo/10651.html, 4216字, 连载中
 路人101,玄幻魔法,末日无道,x.htm,http://www.23us.so/xiaoshuo/12636.html, 3289字, 连载中
 影子,女生小说,第一狂妃,x.htm,http://www.23us.so/xiaoshuo/11917.html, 11405字, 连载中
 款多糖,女生小说,我的黑洞太子妃,x.htm,http://www.23us.so/xiaoshuo/3860.html, 88497字, 连载中
 进锅的鱼,女生小说,嗜血剑典,x.htm,http://www.23us.so/xiaoshuo/12695.html, 1270字, 连载中
 爷爷爷爷爷,女生小说,闪婚甜妻，总裁大人难伺候！,x.htm,http://www.23us.so/xiaoshuo/9530.html, 79810字, 连载中
 凤栖桐,女生小说,重生之福星高照,x.htm,http://www.23us.so/xiaoshuo/8502.html, 2548字, 连载中
 北派二爷,女生小说,任性女孩伤不起,x.htm,http://www.23us.so/xiaoshuo/11497.html, 5720字, 连载中
 狱无神,女生小说,帝宠无良妃,x.htm,http://www.23us.so/xiaoshuo/6810.html, 2323字, 连载中
 妩媚凝眸,女生小说,妩媚凝眸,x.htm,http://www.23us.so/xiaoshuo/4890.html, 3504字, 连载中
 抚琴的人,女生小说,热血争锋,x.htm,http://www.23us.so/xiaoshuo/12153.html, 2854字, 连载中
 唐菓,女生小说,逆天轻狂四小姐,x.htm,http://www.23us.so/xiaoshuo/5076.html, 4736字, 连载中
 叫偶爬爬,女生小说,幽灵交易所,x.htm,http://www.23us.so/xiaoshuo/4648.html, 38500字, 连载中
 慕微,女生小说,魔王狂妃,x.htm,http://www.23us.so/xiaoshuo/5384.html, 2514字, 连载中
 江湖古古,女生小说,太后重生记,x.htm,http://www.23us.so/xiaoshuo/7236.html, 4614字, 连载中
 幽甜,女生小说,盛宠煞妃,x.htm,http://www.23us.so/xiaoshuo/11688.html, 40557字, 连载中
 三叶草0,女生小说,重生之模拟空间,x.htm,http://www.23us.so/xiaoshuo/5941.html, 2265字, 连载中
 太花君,女生小说,腹黑悍妃,x.htm,http://www.23us.so/xiaoshuo/12187.html, 2543字, 连载中
 寥若辰,女生小说,锦归,x.htm,http://www.23us.so/xiaoshuo/5929.html, 3061字, 连载中
 紫苏丁香,女生小说,网游炼药师,x.htm,http://www.23us.so/xiaoshuo/7802.html, 2471字, 连载中
 秦风初始,女生小说,妻运,x.htm,http://www.23us.so/xiaoshuo/4932.html, 5068字, 连载中
 杯具亭,女生小说,大神已上线,x.htm,http://www.23us.so/xiaoshuo/5336.html, 1376字, 连载中
 九门偍督,女生小说,狼人王座,x.htm,http://www.23us.so/xiaoshuo/8842.html, 2554字, 连载中
 奔向原野,女生小说,锦善良缘,x.htm,http://www.23us.so/xiaoshuo/7492.html, 10712字, 连载中
 吝啬依然b,女生小说,花花太监,x.htm,http://www.23us.so/xiaoshuo/8156.html, 2147字, 连载中
 宝贝鹿鹿,女生小说,重生之毒女世子妃,x.htm,http://www.23us.so/xiaoshuo/10648.html, 841050字, 连载中
 堇颜,女生小说,枕上婚色之天价妻约,x.htm,http://www.23us.so/xiaoshuo/9497.html, 1052038字, 连载中
 伯格,女生小说,末世轮回之牧歌,x.htm,http://www.23us.so/xiaoshuo/10416.html, 358415字, 连载中
 千生缘,女生小说,狂妻要逆天,x.htm,http://www.23us.so/xiaoshuo/9582.html, 9686字, 连载中
 尹梓苏,女生小说,一品小厨妃,x.htm,http://www.23us.so/xiaoshuo/9879.html, 8179字, 连载中
 秦受吃白菜,女生小说,青春不回头,x.htm,http://www.23us.so/xiaoshuo/12110.html, 14092字, 连载中
 森森,女生小说,坑爹儿子鬼医娘亲,x.htm,http://www.23us.so/xiaoshuo/4116.html, 2298900字, 连载中
 卿筱,女生小说,你曾是我唯一,x.htm,http://www.23us.so/xiaoshuo/2781.html, 9754字, 连载中
 承九,女生小说,医妃权倾天下,x.htm,http://www.23us.so/xiaoshuo/6566.html, 15073字, 连载中
 补丁1号,科幻小说,武侠系统狩末世,x.htm,http://www.23us.so/xiaoshuo/2485.html, 520字, 连载中
 夜如烟,科幻小说,末世之杀医,x.htm,http://www.23us.so/xiaoshuo/2076.html, 3582字, 连载中
 幻弦,科幻小说,超级虫洞,x.htm,http://www.23us.so/xiaoshuo/10665.html, 1642字, 连载中
 悲伤的但丁,科幻小说,无限之角色扮演,x.htm,http://www.23us.so/xiaoshuo/10393.html, 2322字, 连载中
 很冇节操,科幻小说,最强丧尸后宫传说,x.htm,http://www.23us.so/xiaoshuo/10424.html, 933417字, 连载中
 很冇节操,科幻小说,最强丧尸传说,x.htm,http://www.23us.so/xiaoshuo/2504.html, 4875字, 连载中
 盾悟,科幻小说,超能幸存者,x.htm,http://www.23us.so/xiaoshuo/1429.html, 0字, 连载中
 蓝鸣,科幻小说,星宇大君传,x.htm,http://www.23us.so/xiaoshuo/9571.html, 0字, 连载中
 三七年,科幻小说,重生之嗜杀者,x.htm,http://www.23us.so/xiaoshuo/4000.html, 0字, 连载中
 班小桐,科幻小说,第九号教室,x.htm,http://www.23us.so/xiaoshuo/9778.html, 0字, 连载中
 吾有八宗罪,科幻小说,最强次元学院,x.htm,http://www.23us.so/xiaoshuo/768.html, 0字, 连载中
 百里问天,玄幻魔法,逆乱战神,x.htm,http://www.23us.so/xiaoshuo/787.html, 574字, 连载中
 海豚作者,玄幻魔法,邪眸武神,x.htm,http://www.23us.so/xiaoshuo/815.html, 9463字, 连载中
 西瓜男孩,玄幻魔法,武斗天途,x.htm,http://www.23us.so/xiaoshuo/870.html, 695898字, 连载中
 周郎羡,都市言情,仙医妙手,x.htm,http://www.23us.so/xiaoshuo/1265.html, 7455字, 连载中
 又Q歪了,网游竞技,英雄联盟之最强主播,x.htm,http://www.23us.so/xiaoshuo/9711.html, 3629字, 连载中
 古神鸠,网游竞技,网游之蜀山魔君,x.htm,http://www.23us.so/xiaoshuo/12974.html, 3351字, 连载中
 江山战图,网游竞技,狂野术士,x.htm,http://www.23us.so/xiaoshuo/13730.html, 2503字, 连载中
 龙座御夜,网游竞技,绯炎之刃,x.htm,http://www.23us.so/xiaoshuo/13793.html, 4631字, 连载中
 庄第,网游竞技,超级控锋,x.htm,http://www.23us.so/xiaoshuo/13199.html, 1601字, 连载中
 鹅考,网游竞技,老师有枪,x.htm,http://www.23us.so/xiaoshuo/7371.html, 3412字, 连载中
 果信,网游竞技,随身英雄无敌魔法塔,x.htm,http://www.23us.so/xiaoshuo/3809.html, 3710字, 连载中
 诠奇,网游竞技,最强穿越之鬼剑士异世纵横,x.htm,http://www.23us.so/xiaoshuo/11769.html, 2269字, 连载中
 寻找逝去的我,网游竞技,前任勇者和魔王萝莉,x.htm,http://www.23us.so/xiaoshuo/3779.html, 573字, 连载中
 莲莲不舍,网游竞技,网游之三界归来,x.htm,http://www.23us.so/xiaoshuo/9069.html, 5866字, 连载中
 变体精灵04,网游竞技,重夺荣耀,x.htm,http://www.23us.so/xiaoshuo/9575.html, 2932字, 连载中
 温如春,网游竞技,超级游戏附身,x.htm,http://www.23us.so/xiaoshuo/1382.html, 4771字, 连载中
 一匡,网游竞技,回到牧场,x.htm,http://www.23us.so/xiaoshuo/8749.html, 5765字, 连载中
 文抄公,网游竞技,武林半侠传,x.htm,http://www.23us.so/xiaoshuo/5641.html, 0字, 连载中
 东郊林公子,网游竞技,红缨记,x.htm,http://www.23us.so/xiaoshuo/2936.html, 9492字, 连载中
 树下哭鬼,网游竞技,绿茵之黑暗后腰,x.htm,http://www.23us.so/xiaoshuo/4276.html, 3743字, 连载中
 书道难,网游竞技,亡灵祷文,x.htm,http://www.23us.so/xiaoshuo/2887.html, 5519字, 连载中
 交收,网游竞技,魔兽世界之吉尔尼斯王子,x.htm,http://www.23us.so/xiaoshuo/3157.html, 708字, 连载中
 dleer,网游竞技,步步为赢,x.htm,http://www.23us.so/xiaoshuo/808.html, 3455字, 连载中
 轮回了了,网游竞技,吞噬技能,x.htm,http://www.23us.so/xiaoshuo/7991.html, 2792字, 连载中
 志在封侯,网游竞技,球王基因,x.htm,http://www.23us.so/xiaoshuo/786.html, 3372字, 连载中
 惊艳一脚,网游竞技,中场主宰,x.htm,http://www.23us.so/xiaoshuo/998.html, 2744字, 连载中
 清水小蝌蚪,网游竞技,原界主宰之混沌骑士,x.htm,http://www.23us.so/xiaoshuo/206.html, 2398字, 连载中
 噩梦格式化,网游竞技,重生寻宝,x.htm,http://www.23us.so/xiaoshuo/5881.html, 3472字, 连载中
 远古橙子,网游竞技,妹控的剑舞,x.htm,http://www.23us.so/xiaoshuo/1230.html, 0字, 连载中
 蛋白素肉,网游竞技,网游之血龙焚天,x.htm,http://www.23us.so/xiaoshuo/11694.html, 0字, 连载中
 光之传说,网游竞技,妖精的传说,x.htm,http://www.23us.so/xiaoshuo/8685.html, 0字, 连载中
 神夜游,网游竞技,带着游戏无限,x.htm,http://www.23us.so/xiaoshuo/11837.html, 0字, 连载中
 黑岩西门早餐,网游竞技,英雄联盟之至高神座,x.htm,http://www.23us.so/xiaoshuo/7844.html, 0字, 连载中
 黑岩沈枫铭,网游竞技,新时代英雄联盟,x.htm,http://www.23us.so/xiaoshuo/2150.html, 0字, 连载中
